COUNTY,LANE_TYPE,RURAL_URBAN,ROAD_MILES,TRAVEL_MVM,TOTAL_CRASHES,PDO_CRASHES,INJURY_CRASHES,FATAL_CRASHES,VICTIM_KILLED,VICTIM_INJURED,,,,,,,,,,,,,,,,,,,,,,
INY,      4+ UND,RURAL ,3.4 ,9.6 ,19 ,14 ,5 ,0 ,0 ,6 ,,,,,,,,,,,,,,,,,,,,,,
INY,      4+ DIV,RURAL ,50.5 ,139.7 ,81 ,58 ,22 ,1 ,1 ,31 ,,,,,,,,,,,,,,,,,,,,,,
INY,     SUBTOTAL,RURAL ,354.4 ,242.8 ,189 ,125 ,62 ,2 ,2 ,93 ,,,,,,,,,,,,,,,,,,,,,,
INY,     2 AND 3 LN EXP,RURAL ,5.1 ,10.1 ,4 ,2 ,2 ,0 ,0 ,3 ,,,,,,,,,,,,,,,,,,,,,,
INY,     4+ DIV EXP,RURAL ,64.7 ,162.1 ,45 ,31 ,14 ,0 ,0 ,25 ,,,,,,,,,,,,,,,,,,,,,,
INY,     NON FWY,RURAL ,424.2 ,415.0 ,238 ,158 ,78 ,2 ,2 ,121 ,,,,,,,,,,,,,,,,,,,,,,
INY,     FREEWAY,RURAL ,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
INY,     TOTAL,RURAL ,424.2 ,415.0 ,238 ,158 ,78 ,2 ,2 ,121 ,,,,,,,,,,,,,,,,,,,,,,
INY,      2 AND 3 LN,URBAN,0.2 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
INY,      4+ UND,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
INY,      4+ DIV,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
INY,     SUBTOTAL,URBAN,0.2 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
INY,     2 AND 3 LN EXP,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
INY,     4+ DIV EXP,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
INY,     NON FWY,URBAN,0.2 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
INY,     FREEWAY,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
INY,     TOTAL,URBAN,0.2 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
INY,      2 AND 3 LN,COUNTYWIDE,300.7 ,93.5 ,89 ,53 ,35 ,1 ,1 ,56 ,,,,,,,,,,,,,,,,,,,,,,
INY,      4+ UND,COUNTYWIDE,3.4 ,9.6 ,19 ,14 ,5 ,0 ,0 ,6 ,,,,,,,,,,,,,,,,,,,,,,
INY,      4+ DIV,COUNTYWIDE,50.5 ,139.7 ,81 ,58 ,22 ,1 ,1 ,31 ,,,,,,,,,,,,,,,,,,,,,,
INY,     SUBTOTAL,COUNTYWIDE,354.6 ,242.8 ,189 ,125 ,62 ,2 ,2 ,93 ,,,,,,,,,,,,,,,,,,,,,,
INY,     2 AND 3 LN EXP,COUNTYWIDE,5.1 ,10.1 ,4 ,2 ,2 ,0 ,0 ,3 ,,,,,,,,,,,,,,,,,,,,,,
INY,     4+ DIV EXP,COUNTYWIDE,64.7 ,162.1 ,45 ,31 ,14 ,0 ,0 ,25 ,,,,,,,,,,,,,,,,,,,,,,
INY,     NON FWY,COUNTYWIDE,424.4 ,415.1 ,238 ,158 ,78 ,2 ,2 ,121 ,,,,,,,,,,,,,,,,,,,,,,
INY,     FREEWAY,COUNTYWIDE,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
INY,     TOTAL,COUNTYWIDE,424.4 ,415.1 ,238 ,158 ,78 ,2 ,2 ,121 ,,,,,,,,,,,,,,,,,,,,,,
KER,      2 AND 3 LN,RURAL ,357.8 ,531.8 ,542 ,303 ,222 ,17 ,18 ,377 ,,,,,,,,,,,,,,,,,,,,,,
KER,      4+ UND,RURAL ,3.3 ,3.8 ,2 ,1 ,1 ,0 ,0 ,3 ,,,,,,,,,,,,,,,,,,,,,,
KER,      4+ DIV,RURAL ,62.0 ,177.1 ,83 ,45 ,36 ,2 ,2 ,50 ,,,,,,,,,,,,,,,,,,,,,,
KER,     SUBTOTAL,RURAL ,423.1 ,712.7 ,627 ,349 ,259 ,19 ,20 ,430 ,,,,,,,,,,,,,,,,,,,,,,
KER,     2 AND 3 LN EXP,RURAL ,31.6 ,57.0 ,36 ,22 ,11 ,3 ,3 ,20 ,,,,,,,,,,,,,,,,,,,,,,
KER,     4+ DIV EXP,RURAL ,35.1 ,173.1 ,111 ,72 ,38 ,1 ,1 ,62 ,,,,,,,,,,,,,,,,,,,,,,
KER,     NON FWY,RURAL ,489.8 ,942.9 ,774 ,443 ,308 ,23 ,24 ,512 ,,,,,,,,,,,,,,,,,,,,,,
KER,     FREEWAY,RURAL ,172.2 ,"2,477.4 ",989 ,668 ,298 ,23 ,25 ,463 ,,,,,,,,,,,,,,,,,,,,,,
KER,     TOTAL,RURAL ,662.1 ,"3,420.3 ","1,763 ","1,111 ",606 ,46 ,49 ,975 ,,,,,,,,,,,,,,,,,,,,,,
KER,      2 AND 3 LN,URBAN,81.4 ,210.2 ,234 ,141 ,82 ,11 ,14 ,142 ,,,,,,,,,,,,,,,,,,,,,,
KER,      4+ UND,URBAN,2.2 ,7.8 ,17 ,13 ,4 ,0 ,0 ,4 ,,,,,,,,,,,,,,,,,,,,,,
KER,      4+ DIV,URBAN,23.7 ,135.7 ,186 ,110 ,68 ,8 ,12 ,124 ,,,,,,,,,,,,,,,,,,,,,,
KER,     SUBTOTAL,URBAN,107.3 ,353.7 ,437 ,264 ,154 ,19 ,26 ,270 ,,,,,,,,,,,,,,,,,,,,,,
KER,     2 AND 3 LN EXP,URBAN,5.0 ,26.7 ,19 ,13 ,6 ,0 ,0 ,10 ,,,,,,,,,,,,,,,,,,,,,,
KER,     4+ DIV EXP,URBAN,12.7 ,69.3 ,17 ,6 ,11 ,0 ,0 ,16 ,,,,,,,,,,,,,,,,,,,,,,
KER,     NON FWY,URBAN,125.0 ,449.8 ,473 ,283 ,171 ,19 ,26 ,296 ,,,,,,,,,,,,,,,,,,,,,,
KER,     FREEWAY,URBAN,72.6 ,"1,415.9 ","1,181 ",789 ,375 ,17 ,17 ,575 ,,,,,,,,,,,,,,,,,,,,,,
KER,     TOTAL,URBAN,197.7 ,"1,865.7 ","1,654 ","1,072 ",546 ,36 ,43 ,871 ,,,,,,,,,,,,,,,,,,,,,,
KER,      2 AND 3 LN,COUNTYWIDE,439.2 ,742.1 ,776 ,444 ,304 ,28 ,32 ,519 ,,,,,,,,,,,,,,,,,,,,,,
KER,      4+ UND,COUNTYWIDE,5.5 ,11.6 ,19 ,14 ,5 ,0 ,0 ,7 ,,,,,,,,,,,,,,,,,,,,,,
KER,      4+ DIV,COUNTYWIDE,85.6 ,312.8 ,269 ,155 ,104 ,10 ,14 ,174 ,,,,,,,,,,,,,,,,,,,,,,
KER,     SUBTOTAL,COUNTYWIDE,530.3 ,"1,066.5 ","1,064 ",613 ,413 ,38 ,46 ,700 ,,,,,,,,,,,,,,,,,,,,,,
KER,     2 AND 3 LN EXP,COUNTYWIDE,36.6 ,83.8 ,55 ,35 ,17 ,3 ,3 ,30 ,,,,,,,,,,,,,,,,,,,,,,
KER,     4+ DIV EXP,COUNTYWIDE,47.9 ,242.4 ,128 ,78 ,49 ,1 ,1 ,78 ,,,,,,,,,,,,,,,,,,,,,,
KER,     NON FWY,COUNTYWIDE,614.8 ,"1,392.7 ","1,247 ",726 ,479 ,42 ,50 ,808 ,,,,,,,,,,,,,,,,,,,,,,
KER,     FREEWAY,COUNTYWIDE,244.9 ,"3,893.3 ","2,170 ","1,457 ",673 ,40 ,42 ,"1,038 ",,,,,,,,,,,,,,,,,,,,,,
KER,     TOTAL,COUNTYWIDE,859.7 ,"5,286.0 ","3,417 ","2,183 ","1,152 ",82 ,92 ,"1,846 ",,,,,,,,,,,,,,,,,,,,,,
KIN,      2 AND 3 LN,RURAL ,62.4 ,169.6 ,98 ,63 ,32 ,3 ,3 ,66 ,,,,,,,,,,,,,,,,,,,,,,
KIN,      4+ UND,RURAL ,0.1 ,1.8 ,1 ,1 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
KIN,      4+ DIV,RURAL ,7.1 ,80.5 ,39 ,18 ,20 ,1 ,1 ,33 ,,,,,,,,,,,,,,,,,,,,,,
KIN,     SUBTOTAL,RURAL ,69.6 ,251.9 ,138 ,82 ,52 ,4 ,4 ,99 ,,,,,,,,,,,,,,,,,,,,,,
KIN,     2 AND 3 LN EXP,RURAL ,9.8 ,22.7 ,19 ,11 ,7 ,1 ,1 ,9 ,,,,,,,,,,,,,,,,,,,,,,
KIN,     4+ DIV EXP,RURAL ,6.1 ,41.0 ,36 ,20 ,15 ,1 ,1 ,27 ,,,,,,,,,,,,,,,,,,,,,,
KIN,     NON FWY,RURAL ,85.6 ,315.6 ,193 ,113 ,74 ,6 ,6 ,135 ,,,,,,,,,,,,,,,,,,,,,,
KIN,     FREEWAY,RURAL ,31.5 ,402.9 ,81 ,44 ,36 ,1 ,2 ,51 ,,,,,,,,,,,,,,,,,,,,,,
KIN,     TOTAL,RURAL ,117.0 ,718.5 ,274 ,157 ,110 ,7 ,8 ,186 ,,,,,,,,,,,,,,,,,,,,,,
KIN,      2 AND 3 LN,URBAN,10.6 ,16.6 ,11 ,4 ,7 ,0 ,0 ,8 ,,,,,,,,,,,,,,,,,,,,,,
KIN,      4+ UND,URBAN,0.2 ,0.2 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
KIN,      4+ DIV,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
KIN,     SUBTOTAL,URBAN,10.7 ,16.8 ,11 ,4 ,7 ,0 ,0 ,8 ,,,,,,,,,,,,,,,,,,,,,,
KIN,     2 AND 3 LN EXP,URBAN,12.3 ,31.9 ,44 ,25 ,18 ,1 ,3 ,36 ,,,,,,,,,,,,,,,,,,,,,,
KIN,     4+ DIV EXP,URBAN,6.1 ,65.5 ,51 ,36 ,15 ,0 ,0 ,22 ,,,,,,,,,,,,,,,,,,,,,,
KIN,     NON FWY,URBAN,29.1 ,114.2 ,106 ,65 ,40 ,1 ,3 ,66 ,,,,,,,,,,,,,,,,,,,,,,
KIN,     FREEWAY,URBAN,10.5 ,127.3 ,85 ,56 ,29 ,0 ,0 ,45 ,,,,,,,,,,,,,,,,,,,,,,
KIN,     TOTAL,URBAN,39.7 ,241.5 ,191 ,121 ,69 ,1 ,3 ,111 ,,,,,,,,,,,,,,,,,,,,,,
KIN,      2 AND 3 LN,COUNTYWIDE,72.9 ,186.2 ,109 ,67 ,39 ,3 ,3 ,74 ,,,,,,,,,,,,,,,,,,,,,,
KIN,      4+ UND,COUNTYWIDE,0.3 ,2.0 ,1 ,1 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
KIN,      4+ DIV,COUNTYWIDE,7.1 ,80.5 ,39 ,18 ,20 ,1 ,1 ,33 ,,,,,,,,,,,,,,,,,,,,,,
KIN,     SUBTOTAL,COUNTYWIDE,80.3 ,268.7 ,149 ,86 ,59 ,4 ,4 ,107 ,,,,,,,,,,,,,,,,,,,,,,
KIN,     2 AND 3 LN EXP,COUNTYWIDE,22.1 ,54.6 ,63 ,36 ,25 ,2 ,4 ,45 ,,,,,,,,,,,,,,,,,,,,,,
KIN,     4+ DIV EXP,COUNTYWIDE,12.2 ,106.5 ,87 ,56 ,30 ,1 ,1 ,49 ,,,,,,,,,,,,,,,,,,,,,,
KIN,     NON FWY,COUNTYWIDE,114.7 ,429.8 ,299 ,178 ,114 ,7 ,9 ,201 ,,,,,,,,,,,,,,,,,,,,,,
KIN,     FREEWAY,COUNTYWIDE,42.0 ,530.3 ,166 ,100 ,65 ,1 ,2 ,96 ,,,,,,,,,,,,,,,,,,,,,,
KIN,     TOTAL,COUNTYWIDE,156.7 ,960.1 ,465 ,278 ,179 ,8 ,11 ,297 ,,,,,,,,,,,,,,,,,,,,,,
LA,      2 AND 3 LN,RURAL ,139.2 ,120.2 ,343 ,132 ,202 ,9 ,12 ,322 ,,,,,,,,,,,,,,,,,,,,,,
LA,      4+ UND,RURAL ,2.0 ,9.8 ,6 ,2 ,2 ,2 ,2 ,2 ,,,,,,,,,,,,,,,,,,,,,,
LA,      4+ DIV,RURAL ,13.9 ,99.5 ,82 ,42 ,36 ,4 ,5 ,83 ,,,,,,,,,,,,,,,,,,,,,,
LA,     SUBTOTAL,RURAL ,155.1 ,229.4 ,431 ,176 ,240 ,15 ,19 ,407 ,,,,,,,,,,,,,,,,,,,,,,
LA,     2 AND 3 LN EXP,RURAL ,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
LA,     4+ DIV EXP,RURAL ,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
LA,     NON FWY,RURAL ,155.1 ,229.4 ,431 ,176 ,240 ,15 ,19 ,407 ,,,,,,,,,,,,,,,,,,,,,,
LA,     FREEWAY,RURAL ,60.3 ,"1,506.5 ","1,137 ",742 ,385 ,10 ,10 ,591 ,,,,,,,,,,,,,,,,,,,,,,
LA,     TOTAL,RURAL ,215.3 ,"1,736.0 ","1,568 ",918 ,625 ,25 ,29 ,998 ,,,,,,,,,,,,,,,,,,,,,,
LA,      2 AND 3 LN,URBAN,15.1 ,68.5 ,131 ,72 ,57 ,2 ,2 ,86 ,,,,,,,,,,,,,,,,,,,,,,
LA,      4+ UND,URBAN,9.1 ,112.6 ,93 ,43 ,49 ,1 ,1 ,65 ,,,,,,,,,,,,,,,,,,,,,,
LA,      4+ DIV,URBAN,112.1 ,"1,496.5 ","1,298 ",641 ,633 ,24 ,24 ,945 ,,,,,,,,,,,,,,,,,,,,,,
LA,     SUBTOTAL,URBAN,136.3 ,"1,677.6 ","1,522 ",756 ,739 ,27 ,27 ,"1,096 ",,,,,,,,,,,,,,,,,,,,,,
LA,     2 AND 3 LN EXP,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
LA,     4+ DIV EXP,URBAN,3.2 ,91.3 ,155 ,109 ,46 ,0 ,0 ,77 ,,,,,,,,,,,,,,,,,,,,,,
LA,     NON FWY,URBAN,139.6 ,"1,768.8 ","1,677 ",865 ,785 ,27 ,27 ,"1,173 ",,,,,,,,,,,,,,,,,,,,,,
LA,     FREEWAY,URBAN,476.8 ,"33,775.5 ","39,053 ","26,921 ","11,917 ",215 ,223 ,"17,306 ",,,,,,,,,,,,,,,,,,,,,,
LA,     TOTAL,URBAN,616.3 ,"35,544.3 ","40,730 ","27,786 ","12,702 ",242 ,250 ,"18,479 ",,,,,,,,,,,,,,,,,,,,,,
LA,      2 AND 3 LN,COUNTYWIDE,154.3 ,188.7 ,474 ,204 ,259 ,11 ,14 ,408 ,,,,,,,,,,,,,,,,,,,,,,
LA,      4+ UND,COUNTYWIDE,11.0 ,122.3 ,99 ,45 ,51 ,3 ,3 ,67 ,,,,,,,,,,,,,,,,,,,,,,
LA,      4+ DIV,COUNTYWIDE,126.1 ,"1,596.0 ","1,380 ",683 ,669 ,28 ,29 ,"1,028 ",,,,,,,,,,,,,,,,,,,,,,
LA,     SUBTOTAL,COUNTYWIDE,291.4 ,"1,907.0 ","1,953 ",932 ,979 ,42 ,46 ,"1,503 ",,,,,,,,,,,,,,,,,,,,,,
LA,     2 AND 3 LN EXP,COUNTYWIDE,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
LA,     4+ DIV EXP,COUNTYWIDE,3.2 ,91.3 ,155 ,109 ,46 ,0 ,0 ,77 ,,,,,,,,,,,,,,,,,,,,,,
LA,     NON FWY,COUNTYWIDE,294.6 ,"1,998.3 ","2,108 ","1,041 ","1,025 ",42 ,46 ,"1,580 ",,,,,,,,,,,,,,,,,,,,,,
LA,     FREEWAY,COUNTYWIDE,537.0 ,"35,282.0 ","40,190 ","27,663 ","12,302 ",225 ,233 ,"17,897 ",,,,,,,,,,,,,,,,,,,,,,
LA,     TOTAL,COUNTYWIDE,831.7 ,"37,280.3 ","42,298 ","28,704 ","13,327 ",267 ,279 ,"19,477 ",,,,,,,,,,,,,,,,,,,,,,
LAK,      2 AND 3 LN,RURAL ,76.7 ,174.5 ,217 ,117 ,94 ,6 ,6 ,157 ,,,,,,,,,,,,,,,,,,,,,,
LAK,      4+ UND,RURAL ,0.7 ,2.0 ,2 ,0 ,2 ,0 ,0 ,3 ,,,,,,,,,,,,,,,,,,,,,,
LAK,      4+ DIV,RURAL ,0.1 ,0.2 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
LAK,     SUBTOTAL,RURAL ,77.5 ,176.6 ,219 ,117 ,96 ,6 ,6 ,160 ,,,,,,,,,,,,,,,,,,,,,,
LAK,     2 AND 3 LN EXP,RURAL ,27.9 ,103.9 ,88 ,51 ,33 ,4 ,5 ,52 ,,,,,,,,,,,,,,,,,,,,,,
LAK,     4+ DIV EXP,RURAL ,0.6 ,2.7 ,6 ,4 ,2 ,0 ,0 ,3 ,,,,,,,,,,,,,,,,,,,,,,
LAK,     NON FWY,RURAL ,105.9 ,283.2 ,313 ,172 ,131 ,10 ,11 ,215 ,,,,,,,,,,,,,,,,,,,,,,
LAK,     FREEWAY,RURAL ,0.7 ,1.9 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
LAK,     TOTAL,RURAL ,106.7 ,285.1 ,313 ,172 ,131 ,10 ,11 ,215 ,,,,,,,,,,,,,,,,,,,,,,
LAK,      2 AND 3 LN,URBAN,16.8 ,52.7 ,86 ,52 ,32 ,2 ,2 ,49 ,,,,,,,,,,,,,,,,,,,,,,
LAK,      4+ UND,URBAN,0.0 ,0.1 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
LAK,      4+ DIV,URBAN,0.8 ,5.4 ,8 ,3 ,5 ,0 ,0 ,14 ,,,,,,,,,,,,,,,,,,,,,,
LAK,     SUBTOTAL,URBAN,17.7 ,58.3 ,94 ,55 ,37 ,2 ,2 ,63 ,,,,,,,,,,,,,,,,,,,,,,
LAK,     2 AND 3 LN EXP,URBAN,2.2 ,6.7 ,3 ,2 ,1 ,0 ,0 ,3 ,,,,,,,,,,,,,,,,,,,,,,
LAK,     4+ DIV EXP,URBAN,2.8 ,16.8 ,24 ,11 ,12 ,1 ,1 ,25 ,,,,,,,,,,,,,,,,,,,,,,
LAK,     NON FWY,URBAN,22.7 ,81.8 ,121 ,68 ,50 ,3 ,3 ,91 ,,,,,,,,,,,,,,,,,,,,,,
LAK,     FREEWAY,URBAN,6.4 ,27.6 ,11 ,6 ,3 ,2 ,4 ,6 ,,,,,,,,,,,,,,,,,,,,,,
LAK,     TOTAL,URBAN,29.1 ,109.4 ,132 ,74 ,53 ,5 ,7 ,97 ,,,,,,,,,,,,,,,,,,,,,,
LAK,      2 AND 3 LN,COUNTYWIDE,93.5 ,227.2 ,303 ,169 ,126 ,8 ,8 ,206 ,,,,,,,,,,,,,,,,,,,,,,
LAK,      4+ UND,COUNTYWIDE,0.7 ,2.1 ,2 ,0 ,2 ,0 ,0 ,3 ,,,,,,,,,,,,,,,,,,,,,,
LAK,      4+ DIV,COUNTYWIDE,0.9 ,5.6 ,8 ,3 ,5 ,0 ,0 ,14 ,,,,,,,,,,,,,,,,,,,,,,
LAK,     SUBTOTAL,COUNTYWIDE,95.1 ,234.9 ,313 ,172 ,133 ,8 ,8 ,223 ,,,,,,,,,,,,,,,,,,,,,,
LAK,     2 AND 3 LN EXP,COUNTYWIDE,30.1 ,110.6 ,91 ,53 ,34 ,4 ,5 ,55 ,,,,,,,,,,,,,,,,,,,,,,
LAK,     4+ DIV EXP,COUNTYWIDE,3.4 ,19.5 ,30 ,15 ,14 ,1 ,1 ,28 ,,,,,,,,,,,,,,,,,,,,,,
LAK,     NON FWY,COUNTYWIDE,128.6 ,365.0 ,434 ,240 ,181 ,13 ,14 ,306 ,,,,,,,,,,,,,,,,,,,,,,
LAK,     FREEWAY,COUNTYWIDE,7.2 ,29.5 ,11 ,6 ,3 ,2 ,4 ,6 ,,,,,,,,,,,,,,,,,,,,,,
LAK,     TOTAL,COUNTYWIDE,135.8 ,394.5 ,445 ,246 ,184 ,15 ,18 ,312 ,,,,,,,,,,,,,,,,,,,,,,
LAS,      2 AND 3 LN,RURAL ,237.1 ,166.6 ,162 ,97 ,58 ,7 ,10 ,91 ,,,,,,,,,,,,,,,,,,,,,,
LAS,      4+ UND,RURAL ,1.3 ,1.0 ,1 ,1 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
LAS,      4+ DIV,RURAL ,0.1 ,0.1 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
LAS,     SUBTOTAL,RURAL ,238.5 ,167.7 ,163 ,98 ,58 ,7 ,10 ,91 ,,,,,,,,,,,,,,,,,,,,,,
LAS,     2 AND 3 LN EXP,RURAL ,45.4 ,71.9 ,48 ,32 ,14 ,2 ,2 ,28 ,,,,,,,,,,,,,,,,,,,,,,
LAS,     4+ DIV EXP,RURAL ,4.7 ,13.9 ,11 ,9 ,2 ,0 ,0 ,3 ,,,,,,,,,,,,,,,,,,,,,,
LAS,     NON FWY,RURAL ,288.6 ,253.5 ,222 ,139 ,74 ,9 ,12 ,122 ,,,,,,,,,,,,,,,,,,,,,,
LAS,     FREEWAY,RURAL ,2.8 ,8.7 ,5 ,3 ,1 ,1 ,1 ,1 ,,,,,,,,,,,,,,,,,,,,,,
LAS,     TOTAL,RURAL ,291.3 ,262.2 ,227 ,142 ,75 ,10 ,13 ,123 ,,,,,,,,,,,,,,,,,,,,,,
LAS,      2 AND 3 LN,URBAN,7.4 ,5.7 ,8 ,4 ,2 ,2 ,2 ,2 ,,,,,,,,,,,,,,,,,,,,,,
LAS,      4+ UND,URBAN,1.2 ,4.7 ,1 ,1 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
LAS,      4+ DIV,URBAN,0.5 ,2.5 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
LAS,     SUBTOTAL,URBAN,9.1 ,12.9 ,9 ,5 ,2 ,2 ,2 ,2 ,,,,,,,,,,,,,,,,,,,,,,
LAS,     2 AND 3 LN EXP,URBAN,2.9 ,8.7 ,6 ,5 ,1 ,0 ,0 ,1 ,,,,,,,,,,,,,,,,,,,,,,
LAS,     4+ DIV EXP,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
LAS,     NON FWY,URBAN,11.9 ,21.6 ,15 ,10 ,3 ,2 ,2 ,3 ,,,,,,,,,,,,,,,,,,,,,,
LAS,     FREEWAY,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
LAS,     TOTAL,URBAN,11.9 ,21.6 ,15 ,10 ,3 ,2 ,2 ,3 ,,,,,,,,,,,,,,,,,,,,,,
LAS,      2 AND 3 LN,COUNTYWIDE,244.4 ,172.4 ,170 ,101 ,60 ,9 ,12 ,93 ,,,,,,,,,,,,,,,,,,,,,,
LAS,      4+ UND,COUNTYWIDE,2.5 ,5.6 ,2 ,2 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
LAS,      4+ DIV,COUNTYWIDE,0.6 ,2.6 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
LAS,     SUBTOTAL,COUNTYWIDE,247.5 ,180.6 ,172 ,103 ,60 ,9 ,12 ,93 ,,,,,,,,,,,,,,,,,,,,,,
LAS,     2 AND 3 LN EXP,COUNTYWIDE,48.3 ,80.6 ,54 ,37 ,15 ,2 ,2 ,29 ,,,,,,,,,,,,,,,,,,,,,,
LAS,     4+ DIV EXP,COUNTYWIDE,4.7 ,13.9 ,11 ,9 ,2 ,0 ,0 ,3 ,,,,,,,,,,,,,,,,,,,,,,
LAS,     NON FWY,COUNTYWIDE,300.5 ,275.1 ,237 ,149 ,77 ,11 ,14 ,125 ,,,,,,,,,,,,,,,,,,,,,,
LAS,     FREEWAY,COUNTYWIDE,2.8 ,8.7 ,5 ,3 ,1 ,1 ,1 ,1 ,,,,,,,,,,,,,,,,,,,,,,
LAS,     TOTAL,COUNTYWIDE,303.3 ,283.8 ,242 ,152 ,78 ,12 ,15 ,126 ,,,,,,,,,,,,,,,,,,,,,,
MAD,      2 AND 3 LN,RURAL ,73.0 ,274.4 ,290 ,159 ,125 ,6 ,8 ,192 ,,,,,,,,,,,,,,,,,,,,,,
MAD,      4+ UND,RURAL ,0.7 ,4.0 ,3 ,3 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MAD,      4+ DIV,RURAL ,0.5 ,3.1 ,2 ,1 ,1 ,0 ,0 ,5 ,,,,,,,,,,,,,,,,,,,,,,
MAD,     SUBTOTAL,RURAL ,74.2 ,281.5 ,295 ,163 ,126 ,6 ,8 ,197 ,,,,,,,,,,,,,,,,,,,,,,
MAD,     2 AND 3 LN EXP,RURAL ,0.8 ,1.9 ,1 ,1 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MAD,     4+ DIV EXP,RURAL ,16.2 ,96.9 ,46 ,27 ,16 ,3 ,3 ,27 ,,,,,,,,,,,,,,,,,,,,,,
MAD,     NON FWY,RURAL ,91.2 ,380.3 ,342 ,191 ,142 ,9 ,11 ,224 ,,,,,,,,,,,,,,,,,,,,,,
MAD,     FREEWAY,RURAL ,17.8 ,455.6 ,241 ,173 ,67 ,1 ,2 ,93 ,,,,,,,,,,,,,,,,,,,,,,
MAD,     TOTAL,RURAL ,109.0 ,835.9 ,583 ,364 ,209 ,10 ,13 ,317 ,,,,,,,,,,,,,,,,,,,,,,
MAD,      2 AND 3 LN,URBAN,4.6 ,18.0 ,71 ,55 ,16 ,0 ,0 ,23 ,,,,,,,,,,,,,,,,,,,,,,
MAD,      4+ UND,URBAN,1.0 ,5.6 ,17 ,10 ,7 ,0 ,0 ,10 ,,,,,,,,,,,,,,,,,,,,,,
MAD,      4+ DIV,URBAN,1.6 ,7.3 ,13 ,12 ,1 ,0 ,0 ,1 ,,,,,,,,,,,,,,,,,,,,,,
MAD,     SUBTOTAL,URBAN,7.3 ,30.9 ,101 ,77 ,24 ,0 ,0 ,34 ,,,,,,,,,,,,,,,,,,,,,,
MAD,     2 AND 3 LN EXP,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MAD,     4+ DIV EXP,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
